numac,codeinsee,ville,lumiere,intersection,atmospherique,collision,route,tues,hospitalises,leger,indemnes,gravite,latitude,longitude
443775,93046,Livry-Gargan,1,2,2,3,2,1,0,0,1,100,48.928244,2.552095
443776,93066,Saint-Denis,1,1,1,6,4,1,0,0,1,100,48.92235,2.36145
443777,93073,Tremblay-en-France,1,1,1,3,9,1,0,0,1,100,48.98577,2.54417
443778,93005,Aulnay-sous-Bois,5,1,2,6,3,1,0,0,0,100,48.95432,2.47635
443779,93070,Saint-Ouen,5,3,1,3,3,1,0,0,1,100,48.90979,2.3303
443780,93027,La Courneuve,1,1,2,6,2,1,0,0,1,100,48.9232,2.41316
443781,93027,La Courneuve,1,6,1,3,2,1,0,0,1,100,48.93271,2.41214
443782,93032,Gagny,1,1,1,6,4,1,0,0,1,100,48.87592,2.53066
443783,93027,La Courneuve,2,1,1,4,1,1,0,0,2,100,48.925933,2.39972
443784,93053,Noisy-le-Sec,5,1,8,3,1,1,0,0,1,100,48.894393,2.471492
443785,93051,Noisy-le-Grand,5,1,1,6,1,1,0,0,0,100,48.83505,2.57803
443786,93013,Le Bourget,5,1,1,6,3,1,0,0,1,100,48.932755,2.435508
443787,93006,Bagnolet,1,2,1,3,4,1,0,0,1,100,48.8676,2.41406
443788,93046,Livry-Gargan,5,2,2,5,3,1,0,0,2,100,48.911177,2.510861
443789,93066,Saint-Denis,1,1,1,6,4,1,0,0,1,100,48.9228,2.36457
443790,93027,La Courneuve,3,1,1,6,1,1,0,0,0,100,48.925933,2.39972
443791,93073,Tremblay-en-France,1,1,1,3,4,1,0,0,1,100,48.94927,2.57449
443792,93051,Noisy-le-Grand,1,6,1,3,4,1,0,0,1,100,48.84054,2.55935
443793,93053,Noisy-le-Sec,1,1,1,3,4,1,0,0,1,100,48.89592,2.45842
443794,93005,Aulnay-sous-Bois,1,1,1,6,3,1,0,0,1,100,48.94348,2.50668
443796,93032,Gagny,1,1,1,6,4,1,0,0,1,100,48.88757,2.54022
443797,93073,Tremblay-en-France,5,2,1,1,3,1,0,0,1,100,48.96231,2.55921
443799,93032,Gagny,1,3,1,6,4,1,0,0,1,100,48.88285,2.52709
443800,93062,Le Raincy,1,2,1,6,4,1,0,0,1,100,48.88954,2.5127
443801,93008,Bobigny,5,1,1,6,1,1,0,0,0,100,48.909807,2.44587
443802,93066,Saint-Denis,1,1,1,2,1,1,0,0,1,100,48.922552,2.355166
443803,93051,Noisy-le-Grand,1,1,1,7,4,1,0,0,0,100,48.84882,2.55504
443804,93073,Tremblay-en-France,1,5,1,1,4,1,0,0,1,100,48.96872,2.566
443805,93008,Bobigny,1,2,1,6,4,1,0,0,1,100,48.90771,2.449
443806,93064,Rosny-sous-Bois,1,2,1,6,3,1,0,0,1,100,48.87056,2.48487
443807,93064,Rosny-sous-Bois,5,1,1,3,1,1,0,0,0,100,48.873657,2.479603
443808,93074,Vaujours,1,1,8,7,3,1,0,0,1,100,48.93819,2.60116
443809,93050,Neuilly-sur-Marne,5,2,1,6,2,1,0,0,0,100,48.866255,2.528953
443810,93014,Clichy-sous-Bois,1,1,1,6,6,1,0,0,1,100,48.905859,2.531834
443811,93008,Bobigny,1,1,2,1,2,1,0,0,0,100,48.90971,2.4167
443812,93066,Saint-Denis,1,1,1,2,1,1,0,0,1,100,48.918152,2.357622
443813,93001,Aubervilliers,5,1,2,6,4,1,0,0,0,100,48.9147,2.38269
443814,93070,Saint-Ouen,5,1,1,6,3,1,0,0,1,100,48.9066,2.33191
443815,93070,Saint-Ouen,3,3,1,6,3,1,0,0,0,100,48.9226,2.33369
443816,93074,Vaujours,1,2,8,6,3,1,0,0,1,100,48.9345,2.56636
443817,93032,Gagny,5,3,1,6,4,1,0,0,1,100,48.8823,2.54776
443818,93066,Saint-Denis,2,1,1,1,4,1,0,0,1,100,48.9474,2.35739
443819,93046,Livry-Gargan,1,1,1,6,3,1,0,0,1,100,48.9337,2.55704
443820,93007,Le Blanc-Mesnil,5,1,1,6,3,1,0,0,1,100,48.9265,2.47008
443821,93027,La Courneuve,1,1,1,2,1,1,0,0,1,100,48.934805,2.39926
443822,93079,Villetaneuse,5,2,1,6,3,1,0,0,0,100,48.9611,2.34604
443823,93048,Montreuil,1,1,1,6,3,1,0,0,1,100,48.8489,2.42638
443824,93048,Montreuil,5,2,1,7,4,1,0,0,0,100,48.8704,2.43184
443825,93027,La Courneuve,1,8,1,6,2,1,0,0,1,100,48.9236,2.40528
443826,93059,Pierrefitte-sur-Seine,1,1,1,3,2,1,0,0,2,100,48.9557,2.35839
443827,93072,Stains,5,1,1,6,2,1,0,0,0,100,48.9576,2.38267
443828,93007,Le Blanc-Mesnil,1,1,1,6,4,1,0,0,0,100,48.9442,2.46742
443829,93050,Neuilly-sur-Marne,5,1,1,6,2,1,0,0,0,100,48.8651,2.55992
443830,93029,Drancy,1,1,1,6,3,1,0,0,1,100,48.9202,2.45206
443831,93066,Saint-Denis,5,1,1,1,3,1,0,0,0,100,48.929,2.34019
443832,93008,Bobigny,1,1,1,6,4,1,0,0,0,100,48.9146,2.41341
443833,93074,Vaujours,1,1,1,7,2,1,0,0,0,100,48.9341,2.59873
443834,93066,Saint-Denis,2,1,1,6,3,1,0,0,0,100,48.919,2.34252
443835,93008,Bobigny,1,3,1,6,4,1,0,0,1,100,48.9114,2.47213
443836,93031,Epinay-sur-Seine,1,1,2,6,2,1,0,0,1,100,48.9653,2.29994
443837,93010,Bondy,4,1,1,3,1,1,0,0,1,100,48.904956,2.471867
443838,93046,Livry-Gargan,1,3,1,3,2,1,0,0,1,100,48.9261,2.54952
443839,93066,Saint-Denis,3,1,1,6,1,1,0,0,1,100,48.918152,2.357622
443840,93027,La Courneuve,5,1,1,6,2,1,0,0,1,100,48.9249,2.38458
443841,93027,La Courneuve,1,2,1,3,2,1,0,0,1,100,48.9272,2.39325
443842,93006,Bagnolet,1,2,1,6,3,1,0,0,0,100,48.8747,2.43109
443843,93059,Pierrefitte-sur-Seine,1,1,1,3,2,1,0,0,1,100,48.9657,2.36335
443844,93045,Les Lilas,1,5,1,6,3,1,0,0,1,100,48.8792,2.4137
443845,93051,Noisy-le-Grand,5,1,1,6,2,1,0,0,2,100,48.8499,2.53638
443846,93006,Bagnolet,1,1,1,6,4,1,0,0,0,100,48.87742,2.42946
443847,93007,Le Blanc-Mesnil,3,1,1,6,1,1,0,0,1,100,48.948511,2.445364
443848,93066,Saint-Denis,1,1,1,7,1,1,0,0,0,100,48.918152,2.357622
443849,93027,La Courneuve,1,1,1,7,1,1,0,0,0,100,48.925933,2.39972
443850,93072,Stains,2,3,1,3,4,1,0,0,1,100,48.95405,2.37443
443851,93027,La Courneuve,1,2,1,3,2,1,0,0,1,100,48.9232,2.41316
443852,93031,Epinay-sur-Seine,1,1,1,6,2,1,0,0,2,100,48.954335,2.334825
443853,93005,Aulnay-sous-Bois,1,3,1,2,3,1,0,0,1,100,48.94348,2.50668
443854,93066,Saint-Denis,5,1,1,6,1,1,0,0,0,100,48.918152,2.357622
443855,93077,Villemomble,1,5,1,6,4,1,0,0,3,100,48.88427,2.50944
443856,93008,Bobigny,1,3,1,6,4,1,0,0,0,100,48.91315,2.42715
443857,93055,Pantin,5,1,1,6,2,1,0,0,1,100,48.903663,2.3922
443858,93005,Aulnay-sous-Bois,1,9,1,6,3,1,0,0,1,100,48.93829,2.50121
443859,93055,Pantin,3,1,3,6,4,1,0,0,1,100,48.90049,2.41092
443860,93055,Pantin,1,6,1,2,2,1,0,0,1,100,48.8955,2.42581
443861,93066,Saint-Denis,1,1,1,6,2,1,0,0,2,100,48.9446,2.36109
443862,93048,Montreuil,5,1,2,6,4,1,0,0,2,100,48.8652,2.47714
443863,93008,Bobigny,5,1,1,6,2,1,0,0,1,100,48.9174,2.41921
443864,93064,Rosny-sous-Bois,1,1,1,6,1,1,0,0,0,100,48.8839,2.46943
443865,93007,Le Blanc-Mesnil,1,1,1,3,1,1,0,0,1,100,48.9586,2.46459
443866,93070,Saint-Ouen,1,1,1,6,4,1,0,0,0,100,48.9073,2.32622
443867,93005,Aulnay-sous-Bois,1,1,1,7,1,1,0,0,1,100,48.9191,2.47868
443868,93031,Epinay-sur-Seine,1,9,1,6,2,1,0,0,0,100,48.9621,2.29415
443869,93066,Saint-Denis,1,1,1,7,3,1,0,0,0,100,48.9298,2.35089
443870,93061,Le Pre-Saint-Gervais,1,1,1,6,4,1,0,0,1,100,48.8848,2.40641
443871,93007,Le Blanc-Mesnil,1,3,1,2,3,1,0,0,1,100,48.943,2.44084
443872,93047,Montfermeil,1,9,1,1,4,1,0,0,2,100,48.9049,2.55971
443873,93064,Rosny-sous-Bois,1,1,1,7,4,1,0,0,0,100,48.8729,2.49824
443874,93047,Montfermeil,1,2,1,3,4,1,0,0,1,100,48.9045,2.56028
443875,93001,Aubervilliers,1,1,3,3,4,1,0,0,1,100,48.91313,2.37349
443876,93071,Sevran,1,3,1,5,4,1,0,0,1,100,48.93296,2.51032
443877,93005,Aulnay-sous-Bois,2,3,1,3,4,1,0,0,2,100,48.95152,2.51401
443878,93005,Aulnay-sous-Bois,4,2,2,3,3,1,0,0,1,100,48.95092,2.48628
443879,93005,Aulnay-sous-Bois,1,1,1,6,4,1,0,0,0,100,48.93547,2.49599
443880,93008,Bobigny,5,1,1,7,4,1,0,0,0,100,48.90664,2.4525
443881,93008,Bobigny,1,3,1,3,2,1,0,0,1,100,48.90572,2.46746
443882,93008,Bobigny,1,6,1,6,1,1,0,0,1,100,48.915054,2.429094
443883,93029,Drancy,1,2,1,6,3,1,0,0,1,100,48.91985,2.45138
443884,93029,Drancy,1,6,1,6,4,1,0,0,0,100,48.92886,2.42512
443885,93029,Drancy,5,1,1,7,4,1,0,0,0,100,48.93919,2.44946
443886,93029,Drancy,5,2,1,3,3,1,0,0,1,100,48.91985,2.45138
443887,93031,Epinay-sur-Seine,1,4,1,3,2,1,0,0,1,100,48.94993,2.32926
443888,93032,Gagny,1,1,1,6,2,1,0,0,2,100,48.871996,2.553994
443889,93063,Romainville,1,1,1,6,4,1,0,0,1,100,48.88606,2.43935
443890,93061,Le Pre-Saint-Gervais,1,1,1,6,4,1,0,0,1,100,48.88698,2.40781
443891,93046,Livry-Gargan,1,2,1,3,2,1,0,0,1,100,48.91456,2.53538
443892,93046,Livry-Gargan,5,5,1,3,2,1,0,0,1,100,48.91027,2.51001
443893,93048,Montreuil,1,3,2,6,2,1,0,0,1,100,48.85098,2.39645
443894,93050,Neuilly-sur-Marne,1,1,1,6,2,1,0,0,1,100,48.86083,2.54061
443895,93051,Noisy-le-Grand,5,1,1,7,3,1,0,0,0,100,48.83898,2.54293
443896,93055,Pantin,1,1,1,7,3,1,0,0,0,100,48.90049,2.41092
443897,93066,Saint-Denis,5,1,3,6,3,1,0,0,1,100,48.94416,2.35726
443898,93066,Saint-Denis,1,1,1,1,2,1,0,0,0,100,48.91825,2.3416
443899,93039,L'Ile-Saint-Denis,5,1,1,7,3,1,0,0,0,100,48.92045,2.32971
443900,93066,Saint-Denis,1,1,1,7,2,1,0,0,0,100,48.93309,2.34219
443901,93070,Saint-Ouen,5,4,1,7,3,1,0,0,0,100,48.91154,2.33371
443902,93072,Stains,1,3,2,3,2,1,0,0,1,100,48.95547,2.38317
443903,93072,Stains,1,1,2,3,2,1,0,0,1,100,48.95547,2.38317
443904,93073,Tremblay-en-France,1,1,1,7,4,1,0,0,0,100,48.95126,2.56907
443905,93005,Aulnay-sous-Bois,4,1,2,6,1,1,0,0,2,100,48.946981,2.476212
443906,93005,Aulnay-sous-Bois,1,1,1,2,1,1,0,0,1,100,48.946981,2.476212
443907,93053,Noisy-le-Sec,1,1,1,6,1,1,0,0,0,100,48.894393,2.471492
443908,93027,La Courneuve,1,1,1,7,1,1,0,0,0,100,48.934805,2.39926
443909,93053,Noisy-le-Sec,3,1,1,7,1,1,0,0,0,100,48.894393,2.471492
443910,93066,Saint-Denis,1,1,1,5,1,1,0,0,3,100,48.918152,2.357622
443911,93066,Saint-Denis,1,1,1,7,1,1,0,0,0,100,48.918152,2.357622
443912,93006,Bagnolet,1,1,1,2,1,1,0,0,1,100,48.867052,2.42578
443913,94044,Limeil-Brevannes,1,1,2,6,4,1,0,0,1,100,48.75408,2.48565
443915,94078,Villeneuve-Saint-Georges,1,1,1,7,4,1,0,0,0,100,48.75988,2.44366
443916,94048,Marolles-en-Brie,1,1,1,6,2,1,0,0,0,100,48.727643,2.545552
443917,94022,Choisy-le-Roi,5,2,1,3,3,1,0,0,4,100,48.76143,2.40317
443918,94016,Cachan,5,1,1,7,4,1,0,0,1,100,48.79636,2.33187
443919,94028,Creteil,1,2,1,6,4,1,0,0,0,100,48.78015,2.43799
443920,94081,Vitry-sur-Seine,1,2,2,5,2,1,0,0,2,100,48.46648,2.23789
443921,94081,Vitry-sur-Seine,1,1,3,3,1,1,0,0,1,100,48.77348,2.40163
443922,94070,Santeny,1,1,8,6,2,1,0,0,0,100,48.719927,2.566392
443923,94022,Choisy-le-Roi,1,1,1,6,2,1,0,0,1,100,48.76383,2.40573
443925,94017,Champigny-sur-Marne,5,1,1,2,1,1,0,0,1,100,48.82928,2.48103
443926,94047,Mandres-les-Roses,1,1,1,6,3,1,0,0,1,100,48.70269,2.54499
443927,94017,Champigny-sur-Marne,1,1,1,3,3,1,0,0,1,100,48.82738,2.49413
443928,94069,Saint-Maurice,1,1,1,2,3,1,0,0,1,100,48.815872,2.4611
443929,94011,Bonneuil-sur-Marne,5,1,1,6,2,1,0,0,1,100,48.767275,2.485211
443930,94044,Limeil-Brevannes,2,1,1,7,4,1,0,0,0,100,48.74485,2.48069
443931,94065,Rungis,1,1,1,3,9,1,0,0,1,100,48.753892,2.357422
443932,94028,Creteil,1,1,1,6,3,1,0,0,1,100,48.78301,2.46407
443933,94033,Fontenay-sous-Bois,2,1,1,6,3,1,0,0,0,100,48.85578,2.46786
443934,94081,Vitry-sur-Seine,5,1,1,6,2,1,0,0,2,100,48.779199,2.395964
443935,94048,Marolles-en-Brie,1,1,3,1,2,1,0,0,1,100,48.727643,2.545552
443936,94017,Champigny-sur-Marne,1,1,1,3,4,1,0,0,1,100,48.81873,2.51115
443937,94003,Arcueil,1,3,1,6,4,1,0,0,1,100,48.8046,2.34425
443938,94069,Saint-Maurice,1,1,5,7,1,1,0,0,0,100,48.81731,2.42566
443939,94041,Ivry-sur-Seine,2,2,1,1,3,1,0,0,1,100,48.8187,2.38414
443940,94017,Champigny-sur-Marne,5,1,1,6,2,1,0,0,2,100,48.81349,2.51128
443941,94046,Maisons-Alfort,1,1,1,6,2,1,0,0,1,100,48.81526,2.42025
443942,94052,Nogent-sur-Marne,5,1,1,7,1,1,0,0,0,100,48.8265,2.46616
443943,94022,Choisy-le-Roi,1,1,1,7,2,1,0,0,1,100,48.76689,2.41367
443944,94021,Chevilly-Larue,5,1,2,1,4,1,0,0,1,100,48.76734,2.34605
443945,94021,Chevilly-Larue,2,1,1,6,4,1,0,0,0,100,48.76734,2.34605
443946,94004,Boissy-Saint-Leger,1,1,1,6,2,1,0,0,0,100,48.75441,2.50599
443947,94022,Choisy-le-Roi,1,1,1,6,4,1,0,0,1,100,48.76247,2.41092
443948,94046,Maisons-Alfort,5,1,2,3,2,1,0,0,1,100,48.81457,2.42085
443949,94077,Villeneuve-le-Roi,1,1,1,7,3,1,0,0,0,100,48.737036,2.407144
443950,94017,Champigny-sur-Marne,5,1,1,6,1,1,0,0,0,100,48.82893,2.478494
443951,94003,Arcueil,1,1,2,6,1,1,0,0,0,100,48.807043,2.341081
443952,94048,Marolles-en-Brie,1,3,1,6,4,1,0,0,3,100,48.730568,2.544392
443953,94077,Villeneuve-le-Roi,1,1,1,6,3,1,0,0,0,100,48.72979,2.42814
443954,94055,Ormesson-sur-Marne,1,1,1,7,6,1,0,0,1,100,48.794808,2.551316
443955,94078,Villeneuve-Saint-Georges,1,7,2,3,2,1,0,0,0,100,48.72813,2.44656
443956,94065,Rungis,1,1,1,4,1,1,0,0,2,100,48.753724,2.35574
443957,94011,Bonneuil-sur-Marne,1,1,1,6,3,1,0,0,3,100,48.76422,2.48055
443958,94071,Sucy-en-Brie,1,6,1,3,4,1,0,0,1,100,48.76999,2.51742
443959,94018,Charenton-le-Pont,5,1,1,6,1,1,0,0,0,100,48.81735,2.4156
443960,94018,Charenton-le-Pont,1,1,1,5,1,1,0,0,2,100,48.81735,2.4156
443961,94068,Saint-Maur-des-Fosses,5,1,1,3,4,1,0,0,1,100,48.80111,2.47209
443962,94042,Joinville-le-Pont,1,3,1,6,2,1,0,0,1,100,48.81999,2.47526
443963,94011,Bonneuil-sur-Marne,5,1,8,2,4,1,0,0,1,100,48.770361,2.489798
443964,94076,Villejuif,5,1,1,7,4,1,0,0,3,100,48.79329,2.35391
443965,94004,Boissy-Saint-Leger,5,9,1,6,2,1,0,0,1,100,48.75441,2.50599
443966,94068,Saint-Maur-des-Fosses,1,1,1,6,4,1,0,0,1,100,48.80677,2.47349
443967,94042,Joinville-le-Pont,1,1,1,6,1,1,0,0,1,100,48.82823,2.47473
443968,94037,Gentilly,1,1,1,6,4,1,0,0,0,100,48.81166,2.34593
443969,94042,Joinville-le-Pont,1,1,1,6,2,1,0,0,1,100,48.81705,2.46723
443970,94016,Cachan,5,1,1,6,4,1,0,0,0,100,48.786134,2.327568
443971,94076,Villejuif,5,1,8,7,3,1,0,0,1,100,48.78857,2.37204
443972,94046,Maisons-Alfort,1,1,1,6,2,1,0,0,0,100,48.80364,2.44137
443973,94078,Villeneuve-Saint-Georges,1,1,1,6,2,1,0,0,1,100,48.72813,2.44656
443974,94004,Boissy-Saint-Leger,1,1,1,6,2,1,0,0,2,100,48.75441,2.50599
443975,94033,Fontenay-sous-Bois,1,1,1,6,4,1,0,0,1,100,48.85525,2.48419
443976,94068,Saint-Maur-des-Fosses,1,1,1,6,2,1,0,0,1,100,48.80111,2.47209
443977,94077,Villeneuve-le-Roi,1,1,1,6,3,1,0,0,0,100,48.737036,2.407144
443978,94021,Chevilly-Larue,5,6,1,3,3,1,0,0,1,100,48.77032,2.35138
443979,94046,Maisons-Alfort,1,1,1,6,2,1,0,0,1,100,48.80231,2.435
443980,94078,Villeneuve-Saint-Georges,1,1,1,7,2,1,0,0,1,100,48.72813,2.44656
443981,94021,Chevilly-Larue,5,1,1,7,6,1,0,0,1,100,48.75912,2.36257
443982,94021,Chevilly-Larue,5,1,1,1,5,1,0,0,1,100,48.76461,2.35232
443983,94044,Limeil-Brevannes,1,3,1,3,4,1,0,0,0,100,48.74916,2.47928
443984,94038,L'Hay-les-Roses,1,1,8,6,1,1,0,0,0,100,48.781674,2.346997
443985,94068,Saint-Maur-des-Fosses,5,1,1,7,4,1,0,0,0,100,48.8056,2.51351
443986,94053,Noiseau,4,2,1,7,3,1,0,0,0,100,48.7763,2.54991
443987,94046,Maisons-Alfort,5,1,5,7,2,1,0,0,0,100,48.8096,2.42392
443988,94046,Maisons-Alfort,5,4,1,6,2,1,0,0,0,100,48.8071,2.42547
443989,94002,Alfortville,5,1,1,7,3,1,0,0,0,100,48.7924,2.42372
443990,94054,Orly,4,1,1,7,1,1,0,0,0,100,48.7437,2.36242
443991,94076,Villejuif,1,1,1,6,4,1,0,0,0,100,48.7935,2.35407
443992,94018,Charenton-le-Pont,2,1,8,7,3,1,0,0,0,100,48.8229,2.41825
443993,94068,Saint-Maur-des-Fosses,1,2,8,3,3,1,0,0,1,100,48.7945,2.51149
443994,94028,Creteil,1,1,1,3,2,1,0,0,3,100,48.7835,2.44686
443995,94028,Creteil,1,1,1,6,1,1,0,0,0,100,48.7944,2.44218
443996,94071,Sucy-en-Brie,5,1,1,2,3,1,0,0,1,100,48.7739,2.50653
443997,94074,Valenton,1,2,1,3,3,1,0,0,1,100,48.7453,2.46393
443998,94028,Creteil,5,1,1,7,2,1,0,0,1,100,48.783,2.44677
443999,94038,L'Hay-les-Roses,5,4,1,6,3,1,0,0,0,100,48.7821,2.34339
444000,94028,Creteil,5,2,1,6,2,1,0,0,0,100,48.799,2.45343
444001,94034,Fresnes,5,1,1,2,1,1,0,0,1,100,48.7592,2.32373
444002,94018,Charenton-le-Pont,5,1,1,5,1,1,0,0,4,100,48.8204,2.40159
444003,94021,Chevilly-Larue,5,2,1,3,4,1,0,0,1,100,48.761,2.35577
444004,94081,Vitry-sur-Seine,1,3,8,6,3,1,0,0,1,100,48.7945,2.40265
444005,94022,Choisy-le-Roi,2,1,2,6,2,1,0,0,1,100,48.7705,2.42681
444006,94017,Champigny-sur-Marne,5,1,1,7,2,1,0,0,0,100,48.808,2.5249
444007,94070,Santeny,1,1,1,6,2,1,0,0,1,100,48.7164,2.57248
444008,94038,L'Hay-les-Roses,1,1,1,6,3,1,0,0,1,100,48.7822,2.34362
444009,94011,Bonneuil-sur-Marne,1,1,2,2,3,1,0,0,1,100,48.7739,2.48554
444010,94003,Arcueil,1,1,1,3,3,1,0,0,1,100,48.8015,2.33946
444011,94011,Bonneuil-sur-Marne,1,2,1,1,3,1,0,0,1,100,48.7766,2.49031
444012,94042,Joinville-le-Pont,1,1,1,2,2,1,0,0,1,100,48.8145,2.46797
444013,94019,Chennevieres-sur-Marne,1,1,1,1,3,1,0,0,1,100,48.7981,2.52463
444014,94076,Villejuif,5,2,1,3,2,1,0,0,2,100,48.78716,2.36724
444015,94021,Chevilly-Larue,3,1,1,7,1,1,0,0,0,100,48.766868,2.342877
444016,94002,Alfortville,1,2,1,3,3,1,0,0,2,100,48.79897,2.42441
444017,94011,Bonneuil-sur-Marne,2,1,1,1,2,1,0,0,3,100,48.78054,2.47501
444018,94081,Vitry-sur-Seine,5,2,2,6,3,1,0,0,1,100,48.79312,2.39572
444019,94081,Vitry-sur-Seine,1,1,1,6,2,1,0,0,1,100,48.79094,2.38793
444020,94041,Ivry-sur-Seine,5,1,2,7,2,1,0,0,0,100,48.81811,2.39797
444021,94078,Villeneuve-Saint-Georges,1,1,1,3,3,1,0,0,1,100,48.7545,2.44705
444022,94011,Bonneuil-sur-Marne,4,1,1,7,4,1,0,0,1,100,48.7596,2.48968
444023,94068,Saint-Maur-des-Fosses,5,2,1,3,2,1,0,0,1,100,48.8064,2.47142
444024,94046,Maisons-Alfort,1,2,1,5,3,1,0,0,2,100,48.8105,2.4565
444025,94044,Limeil-Brevannes,5,3,8,7,3,1,0,0,0,100,48.7415,2.48234
444026,94002,Créteil,3,1,9,6,2,1,0,0,1,100,48.799801,2.45823
444027,94017,Champigny-sur-Marne,1,2,1,6,2,1,0,0,1,100,48.8157,2.50418
444028,94018,Charenton-le-Pont,4,1,1,7,1,1,0,0,0,100,48.8173,2.41569
444029,94060,La Queue-en-Brie,1,1,1,6,2,1,0,0,1,100,48.78194,2.56988
444030,94028,Creteil,5,1,1,2,2,1,0,0,1,100,48.7839,2.44737
444031,94043,Le Kremlin-Bicetre,5,2,1,6,2,1,0,0,1,100,48.8146,2.36089
444032,94003,Arcueil,5,1,1,6,3,1,0,0,1,100,48.8082,2.33246
444033,94021,Chevilly-Larue,5,1,2,3,4,1,0,0,1,100,48.7622,2.34956
444034,94065,Rungis,5,3,1,3,4,1,0,0,1,100,48.7591,2.35102
444035,94034,Fresnes,1,1,1,6,4,1,0,0,2,100,48.76087,2.31908
444036,94041,Ivry-sur-Seine,1,1,2,5,2,1,0,0,2,100,48.8165,2.39991
444037,94046,Maisons-Alfort,1,3,1,3,2,1,0,0,1,100,48.80364,2.44137
444038,94046,Maisons-Alfort,1,2,1,3,3,1,0,0,1,100,48.80236,2.43327
444039,94015,Bry-sur-Marne,4,9,2,6,4,1,0,0,2,100,48.84555,2.52339
444040,94001,Ablon-sur-Seine,1,6,1,7,4,1,0,0,0,100,48.7268,2.4293
444041,94078,Villeneuve-Saint-Georges,1,1,1,6,2,1,0,0,1,100,48.7277,2.44622
444042,94078,Villeneuve-Saint-Georges,2,1,1,7,4,1,0,0,0,100,48.7402,2.45698
444043,94078,Villeneuve-Saint-Georges,1,1,1,6,2,1,0,0,1,100,48.72813,2.44656
444044,94080,Vincennes,1,1,1,6,2,1,0,0,1,100,48.8451,2.43315
444045,94081,Vitry-sur-Seine,1,1,2,6,2,1,0,0,1,100,48.78319,2.39387
444046,94018,Charenton-le-Pont,5,1,1,6,1,1,0,0,4,100,48.8212,2.39933
444047,94073,Thiais,5,1,2,3,1,1,0,0,1,100,48.7681,2.37883
444048,94028,Creteil,3,1,1,6,1,1,0,0,1,100,48.7761,2.42846
444049,94046,Maisons-Alfort,1,1,1,7,1,1,0,0,1,100,48.80374,2.448149
444050,94042,Joinville-le-Pont,1,1,1,7,1,1,0,0,0,100,48.82823,2.47473
444051,94052,Nogent-sur-Marne,5,1,1,7,1,1,0,0,0,100,48.826687,2.466704
444052,95018,Argenteuil,5,5,1,6,4,1,0,0,2,100,48.94641,2.22001
444054,95365,Mareil-en-France,1,1,1,5,3,1,0,0,2,100,49.08,2.41
444055,95313,L'Isle-Adam,1,1,1,6,3,1,0,0,0,100,49.09492,2.21578
444056,95424,Montigny-les-Cormeilles,1,1,1,1,4,1,0,0,1,100,48.97941,2.18805
444057,95430,Montsoult,1,1,1,1,3,1,0,0,1,100,49.069,2.303
444058,95203,Eaubonne,1,4,1,6,4,1,0,0,0,100,48.98699,2.26564
444059,95277,Gonesse,1,1,1,6,4,1,0,0,1,100,49.00336,2.42042
444060,95306,Herblay,1,1,1,6,4,1,0,0,0,100,49.023307,2.119965
444061,95063,Bezons,1,1,1,2,3,1,0,0,2,100,48.931869,2.211385
444062,95268,Garges-les-Gonesse,1,1,1,3,3,1,0,0,1,100,48.97694,2.39138
444065,95306,Herblay,1,1,1,7,3,1,0,0,0,100,49.00397,2.17605
444068,95268,Garges-les-Gonesse,1,1,1,1,3,1,0,0,1,100,48.96608,2.4089
444069,95063,Bezons,1,1,1,7,3,1,0,0,1,100,48.927385,2.215705
444070,95572,Saint-Ouen-l'Aumone,5,1,1,7,4,1,0,0,1,100,49.041679,2.098957
444072,95018,Argenteuil,1,1,1,6,2,1,0,0,0,100,48.943659,2.258929
444073,95063,Bezons,1,1,1,5,3,1,0,0,3,100,48.934209,2.209147
444074,95527,Roissy-en-France,3,1,1,5,1,1,0,0,4,100,48.983566,2.501535
444075,95582,Sannois,5,1,1,7,3,1,0,0,0,100,48.964864,2.269767
444076,95280,Goussainville,5,1,3,6,4,1,0,0,1,100,49.04278,2.46189
444077,95018,Argenteuil,5,1,1,6,1,1,0,0,0,100,48.95248,2.279449
444078,95572,Saint-Ouen-l'Aumone,5,1,1,6,2,1,0,0,0,100,49.041694,2.128451
444079,95527,Roissy-en-France,3,1,1,2,1,1,0,0,1,100,48.999226,2.520783
444080,95063,Bezons,1,5,1,3,2,1,0,0,1,100,48.922894,2.214453
444081,95585,Sarcelles,2,1,1,3,4,1,0,0,0,100,48.978324,2.392324
444084,95176,Cormeilles-en-Parisis,1,2,1,7,3,1,0,0,1,100,48.84292,2.29798
444086,95306,Herblay,1,1,1,6,4,1,0,0,0,100,49.01373,2.13408
444090,95018,Argenteuil,1,1,1,2,1,1,0,0,2,100,48.952592,2.279341
444093,95351,Louvres,1,1,1,1,9,1,0,0,1,100,49.053,2.496
444094,95572,Saint-Ouen-l'Aumone,1,1,1,7,5,1,0,0,0,100,49.04233,2.10646
444095,95252,Franconville,5,1,1,7,1,1,0,0,0,100,48.980259,2.225847
444096,95078,Boissy-l'Aillerie,3,1,2,6,3,1,0,0,0,100,49.071,2.025
444098,95063,Bezons,1,1,1,1,3,1,0,0,1,100,48.923334,2.206856
444099,95063,Bezons,2,1,2,6,4,1,0,0,1,100,48.92994,2.22202
444100,95585,Sarcelles,5,1,1,2,4,1,0,0,1,100,48.98689,2.37216
